SMILES,Max_Tanimoto_Similarity
CNC(=O)Oc1ccc(N(C)C)c(C)c1,0.5
CN(C)c2c(C)n(C)n(c1ccccc1)c2=O ,0.6
Nc1nccs1 ,0.2608695652173913
CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,0.5625
Nc1nc[nH]n1,0.3103448275862069
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,1.0
Cc2c(N)c(=O)n(c1ccccc1)n2C,0.6
COc1ccc(cc1)C(O)(C2CC2)c3cncnc3 ,0.30612244897959184
CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O,0.6829268292682927
CC12CCC(O)CC1CCC3C2CCC4(C)C3CCC4=O,1.0
COc1ccc(C=CC)cc1,0.56
Nc1ccccc1,0.4666666666666667
COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,0.45652173913043476
COc1ccccc1,0.5294117647058824
c1ccc2cc3ccccc3cc2c1,0.9090909090909091
O=C1c2ccccc2C(=O)c3ccccc13,0.5
Cc1cc(=O)n(c2ccccc2)n1C,0.4857142857142857
CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C ,0.3333333333333333
OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O,0.3235294117647059
CCNc1nc(NC(C)C)nc(OC)n1,0.75
CCNc1nc(Cl)nc(NC(C)C)n1,0.7307692307692307
CCN(CC)C(=O)CSc1ccc(Cl)nn1,0.2826086956521739
N(=Nc1ccccc1)c2ccccc2,0.4
CNC(=O)C=C(C)OP(=O)(OC)OC,0.36363636363636365
ClCC#CCOC(=O)Nc1cccc(Cl)c1,0.5454545454545454
O=C1NC(=O)NC(=O)C1(CC)CC,0.6666666666666666
NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,0.44642857142857145
CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,0.7435897435897436
CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21)C(C)C,0.5
c1c(NC(=O)c2ccccc2(I))cccc1,0.6428571428571429
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,0.31746031746031744
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,0.29411764705882354
O=Cc1ccccc1,0.5
NC(=O)c1ccccc1,0.5789473684210527
c1ccccc1,0.3333333333333333
c1ccccc1C(O)c2ccccc2,0.6470588235294118
O=C(Cn1ccnc1N(=O)=O)NCc2ccccc2,0.37777777777777777
C1c2ccccc2c3ccc4ccccc4c13,0.5
c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,0.6521739130434783
c1ccc2c(c1)c3cccc4c3c2cc5ccccc54,0.5416666666666666
C1c2ccccc2c3cc4ccccc4cc13,0.6363636363636364
c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,0.8235294117647058
c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,0.56
c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,0.7368421052631579
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0.8235294117647058
CCOC(=O)c1ccc(N)cc1,1.0
OC(C(=O)c1ccccc1)c2ccccc2,0.5217391304347826
N#Cc1ccccc1,0.5
O=C(c1ccccc1)c2ccccc2,0.6666666666666666
c2ccc1scnc1c2 ,0.3793103448275862
c2ccc1[nH]nnc1c2,0.35714285714285715
c2ccc1ocnc1c2,0.3448275862068966
ClCc1ccccc1,0.5294117647058824
FC(F)(F)c1ccccc1,0.5882352941176471
NC(=O)NCc1ccccc1 ,0.4074074074074074
CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO,0.7313432835820896
C(Cc1ccccc1)c2ccccc2,0.6470588235294118
c1ccc(cc1)c2ccccc2,0.9
c2ccc1nc(ccc1c2)c4ccc3ccccc3n4 ,0.5238095238095238
CC1(C)C2CCC1(C)C(O)C2,0.3548387096774194
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O ,0.3170731707317073
OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5 ,0.5471698113207547
Brc1ccccc1,0.5833333333333334
ClCBr,0.5555555555555556
BrC(Cl)Cl,0.7142857142857143
CCBr,0.5555555555555556
CBr,0.2857142857142857
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,0.7333333333333333
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 ,0.6153846153846154
Oc1c(Br)cc(C#N)cc1Br ,0.52
c1ccccc1n2ncc(N)c(Br)c2(=O),0.6764705882352942
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C ,0.4583333333333333
O=C1NC(=O)NC(=O)C1(CC)C(C)CC,0.7037037037037037
c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1,0.6
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC ,0.675
CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O ,0.59375
CCCCOC(=O)c1ccc(N)cc1,0.7931034482758621
CCC(C)O,0.5714285714285714
CCCC,0.5
CCCCS,0.5
CCCCC1(CC)C(=O)NC(=O)NC1=O,0.6666666666666666
CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C,0.19298245614035087
CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,0.6
CCCCOC=O,0.7222222222222222
CCSC(=O)N(CC(C)C)CC(C)C,0.36363636363636365
CCCCc1ccccc1,0.85
CCCC=O,0.625
Cn1cnc2n(C)c(=O)n(C)c(=O)c12,0.5263157894736842
CC1(C)C2CCC1(C)C(=O)C2,0.36666666666666664
CCCCCC=O,0.8125
ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O ,0.21052631578947367
O=C(Nc1ccccc1)Nc2ccccc2,0.65
CNC(=O)Oc1cccc2ccccc12,0.5555555555555556
c1ccc2c(c1)[nH]c3ccccc32,0.5
c1c(NC(=O)OC(C)C(=O)NCC)cccc1,0.4444444444444444
CNC(=O)Oc1cccc2CC(C)(C)Oc12,0.5
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,0.5666666666666667
CC1=C(SCCO1)C(=O)Nc2ccccc2,0.5476190476190477
CCC(Br)(CC)C(=O)NC(N)=O,0.3055555555555556
c1(O)c(C)ccc(C(C)C)c1,0.5
CC(=C)C1CC=C(C)C(=O)C1,0.47058823529411764
OCC(O)C2OC1OC(OC1C2O)C(Cl)(Cl)Cl ,0.20588235294117646
OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,0.6363636363636364
CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,0.6428571428571429
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,0.7567567567567568
CC(OC(=O)Nc1cccc(Cl)c1)C#C,0.7105263157894737
ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,0.4666666666666667
ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl ,0.45161290322580644
CN(C)C=Nc1ccc(Cl)cc1C,0.5625
CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2,0.37254901960784315
NC(=O)CCl ,0.45454545454545453
ClCC#N,0.5
Clc1ccccc1,0.5833333333333334
ClC(Br)Br,0.7142857142857143
ClCC,0.5555555555555556
ClC=C,0.375
CC(C)OC(=O)Nc1cccc(Cl)c1,0.7105263157894737
ClC(Cl)(Cl)N(=O)=O,0.35714285714285715
c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C,0.6153846153846154
c1(C#N)c(Cl)c(C#N)c(Cl)c(Cl)c(Cl)1,0.29411764705882354
NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl ,0.5348837209302325
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,1.0
CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2,0.8275862068965517
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl ,0.45
