SMILES,Actual_logS,Predicted_logS,Residual,Absolute_Error,Max_Tanimoto,Mean_Top5_Tanimoto,AD_Class
C1C=CCC=C1,-2.06,-2.342639596532474,0.2826395965324737,0.2826395965324737,0.2727272727272727,0.18409090909090908,LOW
Oc1c(Cl)ccc(Cl)c1Cl,-2.64,-2.8827544488363004,0.24275444883630026,0.24275444883630026,0.5625,0.5282644110275689,MODERATE
Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,-3.8,-4.138155904031624,0.3381559040316242,0.3381559040316242,0.4772727272727273,0.3259767767534135,LOW
Nc1ccc(cc1)S(N)(=O)=O,-1.34,-1.9814289088332255,0.6414289088332255,0.6414289088332255,0.65,0.49783699059561126,MODERATE
CC(C)CO,0.1,0.1148797524313125,-0.014879752431312496,0.014879752431312496,0.4666666666666667,0.42750000000000005,LOW
Oc1cccc(c1)N(=O)=O,-1.01,-1.341314417153983,0.331314417153983,0.331314417153983,0.6956521739130435,0.5793941710463449,MODERATE
c1ccc2ccccc2c1,-3.6,-3.661440554435862,0.06144055443586183,0.06144055443586183,0.6363636363636364,0.5398669957493487,MODERATE
CC1=CC(=O)CC(C)(C)C1 ,-1.06,-2.0167404351555347,0.9567404351555346,0.9567404351555346,0.42857142857142855,0.2917627594065698,LOW
O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,-2.982,-2.4721233606131747,-0.5098766393868255,0.5098766393868255,1.0,0.6747474747474749,HIGH
CCNc1nc(NC(C)(C)C)nc(OC)n1,-3.239,-2.914544113018639,-0.32445588698136074,0.32445588698136074,0.6176470588235294,0.4982088989441931,MODERATE
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-6.96,-6.67549585864438,-0.28450414135561974,0.28450414135561974,0.5833333333333334,0.5084140887848507,MODERATE
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,-5.65,-6.24070983181197,0.5907098318119699,0.5907098318119699,0.6666666666666666,0.6138655462184874,MODERATE
COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,-3.88,-4.428698303419343,0.5486983034193429,0.5486983034193429,0.3684210526315789,0.31479128365541886,LOW
CCCCCCCC(=O)OCC,-3.39,-3.0481148930274125,-0.34188510697258767,0.34188510697258767,1.0,0.8596969696969697,HIGH
c2ccc1[nH]nnc1c2,-0.78,-0.7917455429667345,0.011745542966734468,0.011745542966734468,0.3333333333333333,0.2888311688311688,LOW
O=C2NC(=O)C1(CCCCCC1)C(=O)N2 ,-3.168,-2.5496599840593515,-0.6183400159406487,0.6183400159406487,1.0,0.6747474747474749,HIGH
CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,-3.45,-4.178035147620271,0.7280351476202709,0.7280351476202709,0.7659574468085106,0.6791220500291049,HIGH
CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.999,-4.758024972289325,0.7590249722893252,0.7590249722893252,0.7441860465116279,0.6857307656953764,HIGH
O=c1cc[nH]c(=O)[nH]1 ,-1.488,0.1629309315058377,-1.6509309315058376,1.6509309315058376,0.3333333333333333,0.29891067538126365,LOW
OC1CCCCCC1,-0.88,-0.42683190225080336,-0.45316809774919664,0.45316809774919664,1.0,0.6152777777777778,HIGH
CC/C=C/C,-2.54,-2.5378105582275334,-0.002189441772466605,0.002189441772466605,1.0,0.45289710289710283,MODERATE
COC(=O)c1ccccc1,-1.85,-1.5129839155252491,-0.33701608447475095,0.33701608447475095,0.625,0.5853726708074535,MODERATE
O=C1NC(=O)NC(=O)C1(CC=C)CC=C,-2.077,-2.1407543681085737,0.06375436810857371,0.06375436810857371,0.6153846153846154,0.5317621082621082,MODERATE
CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.176,-7.659318048092232,-0.5166819519077679,0.5166819519077679,0.8518518518518519,0.6909505564677978,HIGH
CCC1(C(C)C)C(=O)NC(=O)NC1=O ,-2.21,-2.115568605313362,-0.09443139468663775,0.09443139468663775,1.0,0.7021835748792271,HIGH
O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,-2.356,-2.717518257003624,0.36151825700362394,0.36151825700362394,0.78125,0.6777246543778801,HIGH
Cc1cccc2c1ccc3ccccc32,-5.85,-6.132575820323051,0.28257582032305173,0.28257582032305173,0.7272727272727273,0.6799307359307358,HIGH
CCSC(=O)N(CC(C)C)CC(C)C,-3.68,-3.9696355078906325,0.2896355078906323,0.2896355078906323,0.36363636363636365,0.31265880089409503,LOW
Nc1ccc(cc1)c2ccc(N)cc2,-2.7,-2.828975144833693,0.12897514483369266,0.12897514483369266,1.0,0.6108771929824561,HIGH
CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.184,-4.78309808522687,-0.4009019147731303,0.4009019147731303,0.78,0.6665703819989535,HIGH
O=C1NC(=O)NC(=O)C1(CC=C)c1ccccc1,-2.369,-2.474100170205288,0.10510017020528784,0.10510017020528784,0.65625,0.5375199026979213,MODERATE
Cc1cccc(O)c1,-0.68,-0.4004969773212354,-0.27950302267876465,0.27950302267876465,0.6111111111111112,0.5127674258109041,MODERATE
CC(C)CC(C)(C)O,-0.92,-1.2950145504795394,0.37501455047953935,0.37501455047953935,0.5294117647058824,0.39338235294117646,LOW
CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2 ,-1.13,-2.7488672690655864,1.6188672690655865,1.6188672690655865,0.2391304347826087,0.21461688470561144,LOW
CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O,-5.41,-4.9875136901099815,-0.4224863098900187,0.4224863098900187,0.5434782608695652,0.42803223417170894,MODERATE
Clc2ccc(Oc1ccc(cc1)N(=O)=O)c(Cl)c2,-5.46,-5.7555032714770915,0.29550327147709154,0.29550327147709154,0.53125,0.46895600744284954,MODERATE
CCCN(=O)=O,-0.8,-0.4197562679661017,-0.38024373203389833,0.38024373203389833,0.5625,0.37416666666666665,LOW
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 ,-2.93,-3.729619674528852,0.7996196745288517,0.7996196745288517,0.5476190476190477,0.5072144128437035,MODERATE
ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl ,-5.64,-6.2293867620427115,0.5893867620427118,0.5893867620427118,0.45161290322580644,0.39981392263650334,LOW
CC(=O)Nc1nnc(s1)S(N)(=O)=O ,-2.36,-1.924998021160397,-0.4350019788396029,0.4350019788396029,0.28888888888888886,0.2707535263119345,LOW
CSc1nc(NC(C)C)nc(NC(C)C)n1,-4.1,-3.74571864829168,-0.35428135170831965,0.35428135170831965,0.6,0.4948937337172631,MODERATE
CCCC(C)(C)CO,-1.52,-1.2984930427476704,-0.2215069572523296,0.2215069572523296,0.5882352941176471,0.4251336898395722,MODERATE
CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,-5.507,-4.910593014335685,-0.5964069856643146,0.5964069856643146,0.6111111111111112,0.43968363451140935,MODERATE
OCC(O)C(O)CO,0.7,0.5022718620327066,0.19772813796729338,0.19772813796729338,0.6666666666666666,0.484313725490196,MODERATE
O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,-2.22,-0.9317068668956965,-1.2882931331043037,1.2882931331043037,0.30434782608695654,0.2608329351807613,LOW
Clc1cc(Cl)cc(Cl)c1,-4.48,-4.265782350136508,-0.21421764986349245,0.21421764986349245,0.6363636363636364,0.5606060606060607,MODERATE
CCCCCCCCCCCCCCCO,-6.35,-6.012556066597818,-0.3374439334021817,0.3374439334021817,1.0,1.0,HIGH
CC1CCCO1,0.11,-0.8666454787635858,0.9766454787635858,0.9766454787635858,0.4117647058823529,0.303171654626763,LOW
CC(O)c1ccccc1,-0.92,-1.0954737834297985,0.17547378342979847,0.17547378342979847,0.5789473684210527,0.5069838056680162,MODERATE
O=c2[nH]c1CCCc1c(=O)n2C3CCCCC3,-4.594,-3.045753606874028,-1.5482463931259725,1.5482463931259725,0.20689655172413793,0.19349661659747217,LOW
C1OC(O)C(O)C(O)C1O,0.39,-0.4155352907156979,0.8055352907156978,0.8055352907156978,0.3333333333333333,0.27529824561403504,LOW
CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.003,-8.45965513023694,0.45665513023693904,0.45665513023693904,0.5285714285714286,0.47370842582110184,MODERATE
O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23 ,-3.928,-3.7558955696524414,-0.1721044303475585,0.1721044303475585,0.5208333333333334,0.37441261119832553,LOW
CCCCC#C,-2.36,-2.5289121471619262,0.16891214716192637,0.16891214716192637,0.7647058823529411,0.5983823529411765,HIGH
C1CCC=CCC1,-3.18,-2.9759676312929115,-0.20403236870708863,0.20403236870708863,0.8888888888888888,0.5177777777777778,HIGH
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,-6.34,-6.095597613970879,-0.24440238602912068,0.24440238602912068,1.0,0.5004612014297244,HIGH
CCNc1nc(NC(C)C)nc(SC)n1,-3.04,-3.7784273198018505,0.7384273198018505,0.7384273198018505,0.6363636363636364,0.5787275469628411,MODERATE
CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,-5.839,-4.009056079310492,-1.8299439206895087,1.8299439206895087,0.5263157894736842,0.3351230533937278,LOW
Oc2ncc1nccnc1n2,-1.947,-1.6349555819248052,-0.3120444180751949,0.3120444180751949,0.5555555555555556,0.3800356506238859,LOW
Cc1ccccc1N(=O)=O,-2.33,-2.2250169813223932,-0.10498301867760684,0.10498301867760684,0.6666666666666666,0.5808608058608058,MODERATE
CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3 ,-3.73,-4.083842118257452,0.3538421182574516,0.3538421182574516,0.8666666666666667,0.49928367391782025,MODERATE
c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,-9.332,-7.5548248018792306,-1.7771751981207702,1.7771751981207702,0.5833333333333334,0.3830882352941176,LOW
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.72,-5.971329059134898,0.251329059134898,0.251329059134898,0.7333333333333333,0.5757393483709273,HIGH
Nc1c(C)c[nH]c(=O)n1 ,-1.458,-1.3967447944279276,-0.06125520557207231,0.06125520557207231,0.5714285714285714,0.34783145944436267,LOW
Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl ,-6.47,-6.764234329845575,0.2942343298455752,0.2942343298455752,0.6521739130434783,0.5960432482171611,MODERATE
ClC(Cl)(Cl)C(Cl)(Cl)Cl,-3.67,-4.195575172686746,0.5255751726867457,0.5255751726867457,0.5,0.3683333333333333,LOW
CCCCOCCCC,-1.85,-2.795720069875745,0.9457200698757449,0.9457200698757449,0.7058823529411765,0.5525775694893342,HIGH
CC(C)Oc1cc(c(Cl)cc1Cl)n2nc(oc2=O)C(C)(C)C,-5.696,-4.6083134626301145,-1.0876865373698852,1.0876865373698852,0.4827586206896552,0.2853446958720792,LOW
Clc1cc(Cl)c(Cl)c(Cl)c1,-4.63,-4.8699470119453885,0.2399470119453886,0.2399470119453886,0.6428571428571429,0.5607685881370092,MODERATE
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,-4.522,-4.928321708148617,0.40632170814861635,0.40632170814861635,0.3023255813953488,0.276547895288678,LOW
CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C,-1.877,-2.160497786138821,0.28349778613882104,0.28349778613882104,0.19230769230769232,0.18319457795682842,LOW
COc1ccccc1O ,-1.96,-1.1942284355097401,-0.7657715644902598,0.7657715644902598,1.0,0.5467439370665177,HIGH
CCCCBr,-2.37,-2.4384665452690295,0.0684665452690294,0.0684665452690294,0.75,0.6632867132867133,HIGH
CCC(C)CC,-3.68,-3.7523403666572523,0.07234036665725219,0.07234036665725219,0.5714285714285714,0.5079920079920079,MODERATE
CC1=C(CCCO1)C(=O)Nc2ccccc2 ,-2.56,-3.026663554216162,0.4666635542161619,0.4666635542161619,0.5476190476190477,0.4591379163472187,MODERATE
C/C=C/C=O,0.32,0.29959637537759254,0.020403624622407468,0.020403624622407468,1.0,0.40888888888888886,MODERATE
Sc1nccc(=O)[nH]1 ,-2.273,-0.7121708276996631,-1.5608291723003371,1.5608291723003371,0.3,0.24870175438596492,LOW
FC(F)(F)c1ccccc1,-2.51,-2.965580055252476,0.45558005525247625,0.45558005525247625,0.5882352941176471,0.40986400357244346,MODERATE
CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO ,-4.31,-4.588317137980676,0.27831713798067614,0.27831713798067614,0.6923076923076923,0.6138808057614028,MODERATE
CCC(=C(CC)c1ccc(O)cc1)c2ccc(O)cc2 ,-4.07,-4.656621700793292,0.5866217007932919,0.5866217007932919,0.48148148148148145,0.45467003367003367,LOW
Clc1cccc(c1)N(=O)=O,-2.77,-2.338758953718597,-0.43124104628140314,0.43124104628140314,0.6956521739130435,0.5941772398294137,MODERATE
CCOc2ccc1nc(sc1c2)S(N)(=O)=O ,-3.81,-3.3892949060094897,-0.42070509399051037,0.42070509399051037,0.2978723404255319,0.2770485881679221,LOW
CCSCC,-1.34,-1.7080035477737157,0.3680035477737156,0.3680035477737156,0.38461538461538464,0.3347623391101652,LOW
OCC1OC(O)(CO)C(O)C1O,0.64,-0.05585965951960045,0.6958596595196005,0.6958596595196005,0.42105263157894735,0.33401142439254955,LOW
CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,-4.925,-4.531278172943757,-0.39372182705624326,0.39372182705624326,0.4594594594594595,0.2955237613291783,LOW
C(Cc1ccccc1)c2ccccc2,-4.62,-4.465269774319198,-0.15473022568080186,0.15473022568080186,0.6470588235294118,0.5810835913312694,MODERATE
c1nccc(C(=O)NN)c1,0.009,-1.0721020159029884,1.0811020159029883,1.0811020159029883,0.36,0.31299792099792095,LOW
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,-2.593,-2.2732024931119272,-0.31979750688807274,0.31979750688807274,0.6333333333333333,0.5240404040404041,MODERATE
COc1ccc(NC(=O)N(C)C)cc1Cl,-2.564,-3.3712527004691317,0.8072527004691317,0.8072527004691317,0.6486486486486487,0.5932628782628783,MODERATE
Nc1cc[nH]c(=O)n1 ,-1.155,-0.24038615755117645,-0.9146138424488236,0.9146138424488236,0.4,0.2964300202839757,LOW
CCN(CC)C(=O)CSc1ccc(Cl)nn1,-1.716,-3.2201612976190477,1.5041612976190477,1.5041612976190477,0.2826086956521739,0.26617325509272033,LOW
Clc1cccc(c1)c2cc(Cl)ccc2Cl ,-6.01,-6.053785764105293,0.043785764105293445,0.043785764105293445,0.6538461538461539,0.5941766381766382,MODERATE
CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-4.63,-5.006428255976216,0.376428255976216,0.376428255976216,0.7254901960784313,0.6136634906600952,HIGH
CC(C)CCOC(=O)C,-1.92,-1.7298467376208804,-0.19015326237911956,0.19015326237911956,0.5652173913043478,0.48348817044469217,MODERATE
CCC(C)CCO,-0.71,-0.9804817430697034,0.2704817430697034,0.2704817430697034,1.0,0.5630065359477123,HIGH
c1ccc2ncccc2c1,-1.3,-1.6890260702126565,0.38902607021265645,0.38902607021265645,0.6,0.4708361204013379,MODERATE
NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,-3.59,-3.20982569610726,-0.38017430389273965,0.38017430389273965,0.44642857142857145,0.34714285714285714,LOW
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.8,-3.5225662226167462,-0.2774337773832536,0.2774337773832536,0.75,0.6974814559254787,HIGH
CCCCCC#C,-3.01,-2.983040529225635,-0.026959470774365002,0.026959470774365002,0.9375,0.6734803921568628,HIGH
CC(C)C,-2.55,-1.8529364743685206,-0.6970635256314792,0.6970635256314792,0.5,0.45714285714285713,MODERATE
c3ccc2nc1ccccc1cc2c3,-3.67,-4.305086587842092,0.6350865878420917,0.6350865878420917,0.5833333333333334,0.5212924058512294,MODERATE
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,-8.804,-7.719082137175877,-1.0849178628241232,1.0849178628241232,0.6,0.5032023152510432,MODERATE
CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,-4.12,-4.228502543955895,0.10850254395589509,0.10850254395589509,0.5957446808510638,0.4889652937257007,MODERATE
CC34CCC1C(CCC2CC(O)CCC12C)C3CCC4=O,-4.16,-4.371031929112144,0.21103192911214386,0.21103192911214386,1.0,0.5499610019771091,HIGH
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-9.018,-8.120464790419883,-0.8975352095801181,0.8975352095801181,0.625,0.5267391304347827,MODERATE
Oc1ccc(Cl)c(Cl)c1,-1.25,-1.774078415549705,0.5240784155497049,0.5240784155497049,0.5,0.43470588235294116,MODERATE
CC(C)(C)CCO,-0.5,-0.5999437181443743,0.0999437181443743,0.0999437181443743,0.3684210526315789,0.3320175438596491,LOW
CCCCl,-1.47,-1.4285371239092268,-0.04146287609077315,0.04146287609077315,0.5833333333333334,0.5354700854700855,MODERATE
c1ccoc1,-0.82,-0.4735437192949052,-0.34645628070509477,0.34645628070509477,0.2222222222222222,0.18949155419743655,LOW
CCC(C)(C)C,-3.55,-3.2227376759004844,-0.3272623240995154,0.3272623240995154,0.5454545454545454,0.4872294372294371,MODERATE
c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,-7.8,-7.810017594026426,0.010017594026425769,0.010017594026425769,0.6521739130434783,0.5907718999117572,MODERATE
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12 ,-3.57,-3.9229848947031414,0.35298489470314154,0.35298489470314154,0.525,0.40366379359100524,MODERATE
c1ccsc1,-1.33,-1.9718274851920392,0.6418274851920391,0.6418274851920391,0.2222222222222222,0.1788175094599243,LOW
O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.47,-3.6654097731337423,-0.8045902268662575,0.8045902268662575,0.775,0.7126555238941487,HIGH
CC(C)(C)CO,-0.4,0.34393053350853353,-0.7439305335085336,0.7439305335085336,0.5,0.39800199800199804,LOW
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC ,-4.19,-4.6761153019117,0.48611530191169994,0.48611530191169994,0.675,0.4550522743644138,MODERATE
ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl ,-6.51,-7.1714450021020255,0.6614450021020257,0.6614450021020257,0.6153846153846154,0.42108451320975043,MODERATE
CC(C)C(C)O,-0.18,0.08074187052683796,-0.26074187052683795,0.26074187052683795,0.5555555555555556,0.4890909090909091,MODERATE
CCCC(C)(C)C,-4.36,-4.341229132365237,-0.0187708676347631,0.0187708676347631,0.3888888888888889,0.3610272056953979,LOW
c1ccccc1n2ncc(N)c(Br)c2(=O),-3.127,-2.845517344325629,-0.2814826556743708,0.2814826556743708,0.6764705882352942,0.3755525155798754,LOW
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O,-6.49,-5.482864830098079,-1.0071351699019209,1.0071351699019209,0.6153846153846154,0.4823812709030101,MODERATE
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-6.144,-5.1765614682377565,-0.9674385317622436,0.9674385317622436,1.0,0.7381862483086065,HIGH
Cc1ccc(cc1)c2ccccc2,-4.62,-4.996004057917566,0.37600405791756586,0.37600405791756586,0.7142857142857143,0.6243107769423558,HIGH
Cc1ccc(O)c(C)c1,-1.19,-1.337092392895779,0.14709239289577902,0.14709239289577902,0.55,0.5075457875457876,MODERATE
CCSSCC,-2.42,-2.6582119339431527,0.23821193394315276,0.23821193394315276,0.3333333333333333,0.2929004329004329,LOW
O=c1[nH]cnc2[nH]ncc12 ,-2.266,-2.554126488721075,0.2881264887210748,0.2881264887210748,0.42857142857142855,0.2946886446886447,LOW
CCCCC(C)CC,-5.16,-5.277400968228252,0.11740096822825219,0.11740096822825219,0.5,0.45904761904761904,MODERATE
CCCC(C)CO,-1.11,-0.6430942221711705,-0.4669057778288296,0.4669057778288296,0.5555555555555556,0.4746031746031746,MODERATE
CCOCC,-0.09,-0.47506038034209397,0.385060380342094,0.385060380342094,0.6363636363636364,0.44998334998335,MODERATE
CNc2cnn(c1cccc(c1)C(F)(F)F)c(=O)c2Cl,-4.046,-3.9698967734675215,-0.07610322653247881,0.07610322653247881,0.40816326530612246,0.34657854268950977,LOW
CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl ,-2.154,-2.1092531969466095,-0.044746803053390405,0.044746803053390405,0.6363636363636364,0.3255856524427953,LOW
ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.317,-6.882808200401708,0.5658082004017082,0.5658082004017082,0.6296296296296297,0.44918219551840244,MODERATE
