Compound ID,SMILES,Actual logS,Predicted logS,Residual,Absolute Error
3-Methylbutan-1-ol,CC(C)CCO,-0.51,-0.22150640287899925,-0.28849359712100076,0.28849359712100076
"3,5-Dimethylphenol",Cc1cc(C)cc(O)c1,-1.4,-1.1967373013663738,-0.20326269863362612,0.20326269863362612
1-Chloro-2-methylpropane,ClCC(C)C,-2.0,-1.970583817447586,-0.02941618255241396,0.02941618255241396
"1,4-Pentadiene ",C=CCC=C,-2.09,-2.0853070545544337,-0.004692945445566199,0.004692945445566199
Pentyl acetate,CCCCCOC(=O)C,-1.89,-1.1723584041538513,-0.7176415958461486,0.7176415958461486
"P,P'-DDE",ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-6.9,-6.99582847658275,0.09582847658274929,0.09582847658274929
isocarbamid,C1N(C(=O)NCC(C)C)C(=O)NC1,-2.15,-1.5244464255173784,-0.6255535744826215,0.6255535744826215
"1,2-Dichloroethane",ClCCCl,-1.06,-1.0406614040078437,-0.01933859599215637,0.01933859599215637
"1,4-Cyclohexadiene",C1C=CCC=C1,-2.06,-2.342639596532474,0.2826395965324737,0.2826395965324737
"2,3,6-Trichlorophenol",Oc1c(Cl)ccc(Cl)c1Cl,-2.64,-2.8827544488363004,0.24275444883630026,0.24275444883630026
Perfluidone,Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,-3.8,-4.138155904031624,0.3381559040316242,0.3381559040316242
Sulfanilamide,Nc1ccc(cc1)S(N)(=O)=O,-1.34,-1.9814289088332255,0.6414289088332255,0.6414289088332255
2-Methylpropan-1-ol,CC(C)CO,0.1,0.1148797524313125,-0.014879752431312496,0.014879752431312496
m-Nitrophenol,Oc1cccc(c1)N(=O)=O,-1.01,-1.341314417153983,0.331314417153983,0.331314417153983
Napthalene,c1ccc2ccccc2c1,-3.6,-3.661440554435862,0.06144055443586183,0.06144055443586183
isophorone,CC1=CC(=O)CC(C)(C)C1 ,-1.06,-2.0167404351555347,0.9567404351555346,0.9567404351555346
Cyclooctyl-5-spirobarbituric acid,O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,-2.982,-2.4721233606131747,-0.5098766393868255,0.5098766393868255
Terbumeton,CCNc1nc(NC(C)(C)C)nc(OC)n1,-3.239,-2.914544113018639,-0.32445588698136074,0.32445588698136074
Di(2-ethylhexyl)-phthalate,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-6.96,-6.67549585864438,-0.28450414135561974,0.28450414135561974
Pentachlorobenzene,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,-5.65,-6.24070983181197,0.5907098318119699,0.5907098318119699
Mebendazole,COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,-3.88,-4.428698303419343,0.5486983034193429,0.5486983034193429
Ethyl octanoate,CCCCCCCC(=O)OCC,-3.39,-3.0481148930274125,-0.34188510697258767,0.34188510697258767
Benzotriazole,c2ccc1[nH]nnc1c2,-0.78,-0.7917455429667345,0.011745542966734468,0.011745542966734468
Cycloheptyl-5-spirobarbituric acid,O=C2NC(=O)C1(CCCCCC1)C(=O)N2 ,-3.168,-2.5496599840593515,-0.6183400159406487,0.6183400159406487
Deoxycorticosterone,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,-3.45,-4.178035147620271,0.7280351476202709,0.7280351476202709
17a-Methyltestosterone,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.999,-4.758024972289325,0.7590249722893252,0.7590249722893252
uracil,O=c1cc[nH]c(=O)[nH]1 ,-1.488,0.1629309315058377,-1.6509309315058376,1.6509309315058376
Cycloheptanol,OC1CCCCCC1,-0.88,-0.42683190225080336,-0.45316809774919664,0.45316809774919664
trans-2-Pentene ,CC/C=C/C,-2.54,-2.5378105582275334,-0.002189441772466605,0.002189441772466605
Methyl benzoate ,COC(=O)c1ccccc1,-1.85,-1.5129839155252491,-0.33701608447475095,0.33701608447475095
"5,5-Diallylbarbital",O=C1NC(=O)NC(=O)C1(CC=C)CC=C,-2.077,-2.1407543681085737,0.06375436810857371,0.06375436810857371
Cyhalothrin,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.176,-7.659318048092232,-0.5166819519077679,0.5166819519077679
probarbital,CCC1(C(C)C)C(=O)NC(=O)NC1=O ,-2.21,-2.115568605313362,-0.09443139468663775,0.09443139468663775
Secobarbital,O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,-2.356,-2.717518257003624,0.36151825700362394,0.36151825700362394
1-Methylphenanthrene,Cc1cccc2c1ccc3ccccc32,-5.85,-6.132575820323051,0.28257582032305173,0.28257582032305173
Butylate,CCSC(=O)N(CC(C)C)CC(C)C,-3.68,-3.9696355078906325,0.2896355078906323,0.2896355078906323
"p,p'-Biphenyldiamine ",Nc1ccc(cc1)c2ccc(N)cc2,-2.7,-2.828975144833693,0.12897514483369266,0.12897514483369266
testosterone acetate,CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.184,-4.78309808522687,-0.4009019147731303,0.4009019147731303
5-Allyl-5-phenylbarbital,O=C1NC(=O)NC(=O)C1(CC=C)c1ccccc1,-2.369,-2.474100170205288,0.10510017020528784,0.10510017020528784
3-Methylphenol,Cc1cccc(O)c1,-0.68,-0.4004969773212354,-0.27950302267876465,0.27950302267876465
"2,4-Dimethyl-2-pentanol ",CC(C)CC(C)(C)O,-0.92,-1.2950145504795394,0.37501455047953935,0.37501455047953935
cycloheximide,CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2 ,-1.13,-2.7488672690655864,1.6188672690655865,1.6188672690655865
Epitostanol,CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O,-5.41,-4.9875136901099815,-0.4224863098900187,0.4224863098900187
Nitrofen,Clc2ccc(Oc1ccc(cc1)N(=O)=O)c(Cl)c2,-5.46,-5.7555032714770915,0.29550327147709154,0.29550327147709154
1-Nitropropane,CCCN(=O)=O,-0.8,-0.4197562679661017,-0.38024373203389833,0.38024373203389833
karbutilate,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 ,-2.93,-3.729619674528852,0.7996196745288517,0.7996196745288517
Chlordene,ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl ,-5.64,-6.2293867620427115,0.5893867620427118,0.5893867620427118
acetazolamide,CC(=O)Nc1nnc(s1)S(N)(=O)=O ,-2.36,-1.924998021160397,-0.4350019788396029,0.4350019788396029
Prometryn,CSc1nc(NC(C)C)nc(NC(C)C)n1,-4.1,-3.74571864829168,-0.35428135170831965,0.35428135170831965
"2,2-Dimethylpentanol",CCCC(C)(C)CO,-1.52,-1.2984930427476704,-0.2215069572523296,0.2215069572523296
Danazol,CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,-5.507,-4.910593014335685,-0.5964069856643146,0.5964069856643146
Erythritol,OCC(O)C(O)CO,0.7,0.5022718620327066,0.19772813796729338,0.19772813796729338
nitroglycerin,O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,-2.22,-0.9317068668956965,-1.2882931331043037,1.2882931331043037
"1,3,5-Trichlorobenzene",Clc1cc(Cl)cc(Cl)c1,-4.48,-4.265782350136508,-0.21421764986349245,0.21421764986349245
1-Pentadecanol,CCCCCCCCCCCCCCCO,-6.35,-6.012556066597818,-0.3374439334021817,0.3374439334021817
2-Methyltetrahydrofurane,CC1CCCO1,0.11,-0.8666454787635858,0.9766454787635858,0.9766454787635858
1-Phenylethanol,CC(O)c1ccccc1,-0.92,-1.0954737834297985,0.17547378342979847,0.17547378342979847
Lenacil,O=c2[nH]c1CCCc1c(=O)n2C3CCCCC3,-4.594,-3.045753606874028,-1.5482463931259725,1.5482463931259725
L-arabinose,C1OC(O)C(O)C(O)C1O,0.39,-0.4155352907156979,0.8055352907156978,0.8055352907156978
Fluvalinate,CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.003,-8.45965513023694,0.45665513023693904,0.45665513023693904
RTI 11,O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23 ,-3.928,-3.7558955696524414,-0.1721044303475585,0.1721044303475585
1-Hexyne ,CCCCC#C,-2.36,-2.5289121471619262,0.16891214716192637,0.16891214716192637
Cycloheptene,C1CCC=CCC1,-3.18,-2.9759676312929115,-0.20403236870708863,0.20403236870708863
Dialifor,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,-6.34,-6.095597613970879,-0.24440238602912068,0.24440238602912068
Ametryn,CCNc1nc(NC(C)C)nc(SC)n1,-3.04,-3.7784273198018505,0.7384273198018505,0.7384273198018505
Coumachlor,CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,-5.839,-4.009056079310492,-1.8299439206895087,1.8299439206895087
2-hydroxypteridine,Oc2ncc1nccnc1n2,-1.947,-1.6349555819248052,-0.3120444180751949,0.3120444180751949
o-Nitrotoluene,Cc1ccccc1N(=O)=O,-2.33,-2.2250169813223932,-0.10498301867760684,0.10498301867760684
oxyphenbutazone,CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3 ,-3.73,-4.083842118257452,0.3538421182574516,0.3538421182574516
Coronene,c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,-9.332,-7.5548248018792306,-1.7771751981207702,1.7771751981207702
Ronnel,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.72,-5.971329059134898,0.251329059134898,0.251329059134898
5-methylcytosine,Nc1c(C)c[nH]c(=O)n1 ,-1.458,-1.3967447944279276,-0.06125520557207231,0.06125520557207231
"2,2',3,5'-PCB",Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl ,-6.47,-6.764234329845575,0.2942343298455752,0.2942343298455752
Hexachloroethane,ClC(Cl)(Cl)C(Cl)(Cl)Cl,-3.67,-4.195575172686746,0.5255751726867457,0.5255751726867457
Dibutyl ether ,CCCCOCCCC,-1.85,-2.795720069875745,0.9457200698757449,0.9457200698757449
Oxadiazon,CC(C)Oc1cc(c(Cl)cc1Cl)n2nc(oc2=O)C(C)(C)C,-5.696,-4.6083134626301145,-1.0876865373698852,1.0876865373698852
"1,2,3,5-Tetrachlorobenzene",Clc1cc(Cl)c(Cl)c(Cl)c1,-4.63,-4.8699470119453885,0.2399470119453886,0.2399470119453886
Stirofos,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,-4.522,-4.928321708148617,0.40632170814861635,0.40632170814861635
Buthidazole,CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C,-1.877,-2.160497786138821,0.28349778613882104,0.28349778613882104
Guaiacol,COc1ccccc1O ,-1.96,-1.1942284355097401,-0.7657715644902598,0.7657715644902598
1-Bromobutane,CCCCBr,-2.37,-2.4384665452690295,0.0684665452690294,0.0684665452690294
3-Methylpentane,CCC(C)CC,-3.68,-3.7523403666572523,0.07234036665725219,0.07234036665725219
pyracarbolid,CC1=C(CCCO1)C(=O)Nc2ccccc2 ,-2.56,-3.026663554216162,0.4666635542161619,0.4666635542161619
t-Crotonaldehyde,C/C=C/C=O,0.32,0.29959637537759254,0.020403624622407468,0.020403624622407468
thiouracil,Sc1nccc(=O)[nH]1 ,-2.273,-0.7121708276996631,-1.5608291723003371,1.5608291723003371
Benzyltrifluoride,FC(F)(F)c1ccccc1,-2.51,-2.965580055252476,0.45558005525247625,0.45558005525247625
triamcinolone acetonide,CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO ,-4.31,-4.588317137980676,0.27831713798067614,0.27831713798067614
diethylstilbestrol,CCC(=C(CC)c1ccc(O)cc1)c2ccc(O)cc2 ,-4.07,-4.656621700793292,0.5866217007932919,0.5866217007932919
m-Chloronitrobenzene ,Clc1cccc(c1)N(=O)=O,-2.77,-2.338758953718597,-0.43124104628140314,0.43124104628140314
Ethoxyzolamide,CCOc2ccc1nc(sc1c2)S(N)(=O)=O ,-3.81,-3.3892949060094897,-0.42070509399051037,0.42070509399051037
Diethyl sulfide,CCSCC,-1.34,-1.7080035477737157,0.3680035477737156,0.3680035477737156
Fructose,OCC1OC(O)(CO)C(O)C1O,0.64,-0.05585965951960045,0.6958596595196005,0.6958596595196005
Vinclozolin,CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,-4.925,-4.531278172943757,-0.39372182705624326,0.39372182705624326
Bibenzyl ,C(Cc1ccccc1)c2ccccc2,-4.62,-4.465269774319198,-0.15473022568080186,0.15473022568080186
Isonazid,c1nccc(C(=O)NN)c1,0.009,-1.0721020159029884,1.0811020159029883,1.0811020159029883
5-(3-Methyl-2-butenyl)-5-isoPrbarbital,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,-2.593,-2.2732024931119272,-0.31979750688807274,0.31979750688807274
Metoxuron,COc1ccc(NC(=O)N(C)C)cc1Cl,-2.564,-3.3712527004691317,0.8072527004691317,0.8072527004691317
cytosine,Nc1cc[nH]c(=O)n1 ,-1.155,-0.24038615755117645,-0.9146138424488236,0.9146138424488236
Azintamide,CCN(CC)C(=O)CSc1ccc(Cl)nn1,-1.716,-3.2201612976190477,1.5041612976190477,1.5041612976190477
"2,3',5-PCB",Clc1cccc(c1)c2cc(Cl)ccc2Cl ,-6.01,-6.053785764105293,0.043785764105293445,0.043785764105293445
deoxycorticosterone acetate,CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-4.63,-5.006428255976216,0.376428255976216,0.376428255976216
Isopentyl acetate,CC(C)CCOC(=O)C,-1.92,-1.7298467376208804,-0.19015326237911956,0.19015326237911956
3-Methyl-2-pentanol,CCC(C)CCO,-0.71,-0.9804817430697034,0.2704817430697034,0.2704817430697034
Quinoline,c1ccc2ncccc2c1,-1.3,-1.6890260702126565,0.38902607021265645,0.38902607021265645
Bendroflumethiazide,NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,-3.59,-3.20982569610726,-0.38017430389273965,0.38017430389273965
Diuron,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.8,-3.5225662226167462,-0.2774337773832536,0.2774337773832536
1-Heptyne,CCCCCC#C,-3.01,-2.983040529225635,-0.026959470774365002,0.026959470774365002
2-Methylpropane,CC(C)C,-2.55,-1.8529364743685206,-0.6970635256314792,0.6970635256314792
Acridine,c3ccc2nc1ccccc1cc2c3,-3.67,-4.305086587842092,0.6350865878420917,0.6350865878420917
Perylene,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,-8.804,-7.719082137175877,-1.0849178628241232,1.0849178628241232
Prasterone,CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,-4.12,-4.228502543955895,0.10850254395589509,0.10850254395589509
Epiandrosterone,CC34CCC1C(CCC2CC(O)CCC12C)C3CCC4=O,-4.16,-4.371031929112144,0.21103192911214386,0.21103192911214386
Benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-9.018,-8.120464790419883,-0.8975352095801181,0.8975352095801181
"3,4-Dichlorophenol",Oc1ccc(Cl)c(Cl)c1,-1.25,-1.774078415549705,0.5240784155497049,0.5240784155497049
"3,3-Dimethyl-1-butanol",CC(C)(C)CCO,-0.5,-0.5999437181443743,0.0999437181443743,0.0999437181443743
1-Chloropropane,CCCCl,-1.47,-1.4285371239092268,-0.04146287609077315,0.04146287609077315
Furane,c1ccoc1,-0.82,-0.4735437192949052,-0.34645628070509477,0.34645628070509477
"2,2-Dimethylbutane",CCC(C)(C)C,-3.55,-3.2227376759004844,-0.3272623240995154,0.3272623240995154
Benzo(e)pyrene,c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,-7.8,-7.810017594026426,0.010017594026425769,0.010017594026425769
Napropamide,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12 ,-3.57,-3.9229848947031414,0.35298489470314154,0.35298489470314154
Thiophene,c1ccsc1,-1.33,-1.9718274851920392,0.6418274851920391,0.6418274851920391
3-Ethanoyloxymethylphenytoin,O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.47,-3.6654097731337423,-0.8045902268662575,0.8045902268662575
"2,2-Dimethylpropanol",CC(C)(C)CO,-0.4,0.34393053350853353,-0.7439305335085336,0.7439305335085336
butachlor,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC ,-4.19,-4.6761153019117,0.48611530191169994,0.48611530191169994
"O,P'-DDD",ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl ,-6.51,-7.1714450021020255,0.6614450021020257,0.6614450021020257
3-Methyl-2-butanol,CC(C)C(C)O,-0.18,0.08074187052683796,-0.26074187052683795,0.26074187052683795
"2,2-Dimethylpentane",CCCC(C)(C)C,-4.36,-4.341229132365237,-0.0187708676347631,0.0187708676347631
brompyrazone,c1ccccc1n2ncc(N)c(Br)c2(=O),-3.127,-2.845517344325629,-0.2814826556743708,0.2814826556743708
Isopropalin,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O,-6.49,-5.482864830098079,-1.0071351699019209,1.0071351699019209
Dihexyl phthalate,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-6.144,-5.1765614682377565,-0.9674385317622436,0.9674385317622436
4-Methylbiphenyl,Cc1ccc(cc1)c2ccccc2,-4.62,-4.996004057917566,0.37600405791756586,0.37600405791756586
"2,4-Dimethylphenol",Cc1ccc(O)c(C)c1,-1.19,-1.337092392895779,0.14709239289577902,0.14709239289577902
Diethyldisulfide,CCSSCC,-2.42,-2.6582119339431527,0.23821193394315276,0.23821193394315276
allopurinol,O=c1[nH]cnc2[nH]ncc12 ,-2.266,-2.554126488721075,0.2881264887210748,0.2881264887210748
3-Methylheptane,CCCCC(C)CC,-5.16,-5.277400968228252,0.11740096822825219,0.11740096822825219
2-Methylpentanol,CCCC(C)CO,-1.11,-0.6430942221711705,-0.4669057778288296,0.4669057778288296
Diethyl ether ,CCOCC,-0.09,-0.47506038034209397,0.385060380342094,0.385060380342094
norflurazon,CNc2cnn(c1cccc(c1)C(F)(F)F)c(=O)c2Cl,-4.046,-3.9698967734675215,-0.07610322653247881,0.07610322653247881
Thiamphenicol,CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl ,-2.154,-2.1092531969466095,-0.044746803053390405,0.044746803053390405
Heptachlor,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.317,-6.882808200401708,0.5658082004017082,0.5658082004017082
4-Chloroanisole,COc1ccc(Cl)cc1,-2.78,-2.309910478331286,-0.47008952166871376,0.47008952166871376
Acetanilide,CC(=O)Nc1ccccc1,-1.33,-1.4977878928184065,0.16778789281840645,0.16778789281840645
stadacaine,CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC ,-3.84,-4.5041401865738475,0.6641401865738477,0.6641401865738477
"cis-1,2-Dimethylcyclohexane",C/C1CCCCC1\C,-4.3,-4.209448981746229,-0.09055101825377054,0.09055101825377054
1-Decene,CCCCCCCCC=C,-5.51,-5.357817604887469,-0.15218239511253095,0.15218239511253095
2-Chloroanisole,COc1ccccc1Cl,-2.46,-2.146768074736585,-0.3132319252634148,0.3132319252634148
Cyclopentyl-5-spirobarbituric acid,O=C2NC(=O)C1(CCCC1)C(=O)N2,-2.349,-1.9846783962747105,-0.36432160372528966,0.36432160372528966
indazole,c2ccc1[nH]ncc1c2 ,-2.16,-0.9695813535517356,-1.1904186464482645,1.1904186464482645
3-Chlorobiphenyl,c1c(Cl)cccc1c2ccccc2,-4.88,-4.441471301998751,-0.4385286980012486,0.4385286980012486
2-Bromonapthalene,Brc1ccc2ccccc2c1,-4.4,-4.622248270134882,0.22224827013488202,0.22224827013488202
Theophylline,Cn1c(=O)n(C)c2nc[nH]c2c1=O,-1.39,-2.2360217559112607,0.8460217559112608,0.8460217559112608
"1,3-diethylthiourea",CCNC(=S)NCC,-1.46,-0.8444967380099719,-0.615503261990028,0.615503261990028
"1,3,5-Tribromobenzene",Brc1cc(Br)cc(Br)c1,-5.6,-5.004313644329167,-0.595686355670833,0.595686355670833
nicotinamide,NC(=O)c1cccnc1 ,0.61,-0.24886581718868309,0.858865817188683,0.858865817188683
"2,2',6,6'-PCB",Clc1cccc(Cl)c1c2c(Cl)cccc2Cl ,-7.39,-7.190841941451448,-0.1991580585485515,0.1991580585485515
"1,7-phenantroline",c1cnc2c(c1)ccc3ncccc23,-2.68,-3.127827870091062,0.4478278700910616,0.4478278700910616
o-Nitrophenol,Oc1ccccc1N(=O)=O,-1.74,-1.6290102052998243,-0.11098979470017567,0.11098979470017567
Salicylamide,NC(=O)c1ccccc1O,-1.836,-1.6578424725583827,-0.1781575274416174,0.1781575274416174
2-Chloro-2-methylbutane,CCC(C)(C)Cl,-2.51,-2.503214111383025,-0.006785888616974933,0.006785888616974933
Diisopropylsulfide,CC(C)SC(C)C,-2.24,-2.86067799716146,0.6206779971614598,0.6206779971614598
Terbufos,CCOP(=S)(OCC)SCSC(C)(C)C,-4.755,-5.145330126930977,0.39033012693097735,0.39033012693097735
7-methylpteridine,Cc2cnc1cncnc1n2,-0.854,-1.531747855774358,0.677747855774358,0.677747855774358
Ethyne,C#C,0.29,-0.30921473090564355,0.5992147309056435,0.5992147309056435
"1,1,2-Trichloroethane",ClCC(Cl)Cl,-1.48,-1.6186654063057486,0.13866540630574864,0.13866540630574864
Acenapthylene,C1=Cc2cccc3cccc1c23,-3.96,-4.328948602922165,0.36894860292216514,0.36894860292216514
Cyclohexanone,O=C1CCCCC1,-0.6,-0.5461908566557129,-0.0538091433442871,0.0538091433442871
2-Ethyl pyridine,CCc1ccccn1,0.51,-0.015863060776660696,0.5258630607766607,0.5258630607766607
trans-2-Heptene ,CCCC/C=C/C,-3.82,-3.6628689543358695,-0.1571310456641304,0.1571310456641304
hydrochlorothiazide,NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ,-2.63,-3.000266630108013,0.3702666301080133,0.3702666301080133
m-Chloroaniline,Nc1cccc(Cl)c1,-1.37,-1.2360695059633957,-0.1339304940366044,0.1339304940366044
Methyl t-butyl ether ,COC(C)(C)C,-0.24,-1.0052795749692547,0.7652795749692547,0.7652795749692547
Warfarin,CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O ,-3.893,-4.153299157525231,0.2602991575252309,0.2602991575252309
p-Chloroacetanilide,CC(=O)Nc1ccc(Cl)cc1,-2.843,-2.224811280223269,-0.6181887197767311,0.6181887197767311
2-Methyl-2-pentanol,CCCC(C)(C)O,-0.49,-0.6882444696153784,0.19824446961537845,0.19824446961537845
